File Name,Positive Score,Negative Score,Polarity Score,Subjectivity Score
Netclan20241017_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241017_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241018_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241018_positive.txt,15,0,0.9999999333333378,0.9999999333333378
Netclan20241019_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241019_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241020_negative.txt,0,12,-0.9999999166666736,0.9999999166666736
Netclan20241020_positive.txt,26,0,0.9999999615384629,0.9999999615384629
Netclan20241021_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241021_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241022_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241022_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241023_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241023_positive.txt,15,0,0.9999999333333378,0.9999999333333378
Netclan20241024_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241024_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241025_negative.txt,0,12,-0.9999999166666736,0.9999999166666736
Netclan20241025_positive.txt,26,0,0.9999999615384629,0.9999999615384629
Netclan20241026_negative.txt,0,22,-0.9999999545454565,0.9999999545454565
Netclan20241026_positive.txt,59,0,0.9999999830508478,0.9999999830508478
Netclan20241027_negative.txt,0,7,-0.9999998571428775,0.9999998571428775
Netclan20241027_positive.txt,21,0,0.9999999523809546,0.9999999523809546
Netclan20241028_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241028_positive.txt,30,0,0.9999999666666678,0.9999999666666678
Netclan20241029_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241029_positive.txt,23,0,0.999999956521741,0.999999956521741
Netclan20241030_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241030_positive.txt,16,0,0.9999999375000038,0.9999999375000038
Netclan20241031_negative.txt,0,17,-0.999999941176474,0.999999941176474
Netclan20241031_positive.txt,64,0,0.9999999843750003,0.9999999843750003
Netclan20241032_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241032_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241033_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241033_positive.txt,42,0,0.9999999761904769,0.9999999761904769
Netclan20241034_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241034_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241035_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241035_positive.txt,17,0,0.999999941176474,0.999999941176474
Netclan20241036_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241036_positive.txt,23,0,0.999999956521741,0.999999956521741
Netclan20241037_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241037_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241038_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241038_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241039_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241039_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241040_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241040_positive.txt,20,0,0.9999999500000024,0.9999999500000024
Netclan20241041_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241041_positive.txt,22,0,0.9999999545454565,0.9999999545454565
Netclan20241042_negative.txt,0,9,-0.9999998888889013,0.9999998888889013
Netclan20241042_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241043_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241043_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241044_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241044_positive.txt,20,0,0.9999999500000024,0.9999999500000024
Netclan20241045_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241045_positive.txt,16,0,0.9999999375000038,0.9999999375000038
Netclan20241046_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241046_positive.txt,24,0,0.999999958333335,0.999999958333335
Netclan20241047_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241047_positive.txt,11,0,0.9999999090909174,0.9999999090909174
Netclan20241048_negative.txt,0,15,-0.9999999333333378,0.9999999333333378
Netclan20241048_positive.txt,50,0,0.9999999800000005,0.9999999800000005
Netclan20241049_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241049_positive.txt,18,0,0.9999999444444475,0.9999999444444475
Netclan20241050_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241050_positive.txt,22,0,0.9999999545454565,0.9999999545454565
Netclan20241051_negative.txt,0,26,-0.9999999615384629,0.9999999615384629
Netclan20241051_positive.txt,33,0,0.9999999696969707,0.9999999696969707
Netclan20241052_negative.txt,0,20,-0.9999999500000024,0.9999999500000024
Netclan20241052_positive.txt,17,0,0.999999941176474,0.999999941176474
Netclan20241053_negative.txt,0,7,-0.9999998571428775,0.9999998571428775
Netclan20241053_positive.txt,20,0,0.9999999500000024,0.9999999500000024
Netclan20241054_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241054_positive.txt,15,0,0.9999999333333378,0.9999999333333378
Netclan20241055_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241055_positive.txt,48,0,0.9999999791666672,0.9999999791666672
Netclan20241056_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241056_positive.txt,3,0,0.9999996666667778,0.9999996666667778
Netclan20241057_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241057_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241058_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241058_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241059_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241059_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241060_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241060_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241061_negative.txt,0,7,-0.9999998571428775,0.9999998571428775
Netclan20241061_positive.txt,19,0,0.9999999473684238,0.9999999473684238
Netclan20241062_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241062_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241063_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241063_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241064_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241064_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241065_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241065_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241066_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241066_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241067_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241067_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241068_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241068_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241069_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241069_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241070_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241070_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241071_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241071_positive.txt,11,0,0.9999999090909174,0.9999999090909174
Netclan20241072_negative.txt,0,7,-0.9999998571428775,0.9999998571428775
Netclan20241072_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241073_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241073_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241074_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241074_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241075_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241075_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241076_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241076_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241077_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241077_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241078_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241078_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241079_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241079_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241080_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241080_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241081_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241081_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241082_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241082_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241083_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241083_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241084_negative.txt,0,13,-0.9999999230769291,0.9999999230769291
Netclan20241084_positive.txt,23,0,0.999999956521741,0.999999956521741
Netclan20241085_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241085_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241086_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241086_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241087_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241087_positive.txt,28,0,0.9999999642857155,0.9999999642857155
Netclan20241088_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241088_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241089_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241089_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241090_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241090_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241091_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241091_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241092_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241092_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241093_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241093_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241094_negative.txt,0,8,-0.9999998750000157,0.9999998750000157
Netclan20241094_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241095_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241095_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241096_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241096_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241097_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241097_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241098_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241098_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241099_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241099_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241100_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241100_positive.txt,13,0,0.9999999230769291,0.9999999230769291
Netclan20241101_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241101_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241102_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241102_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241103_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241103_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241104_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241104_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241105_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241105_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241106_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241106_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241107_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241107_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241108_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241108_positive.txt,18,0,0.9999999444444475,0.9999999444444475
Netclan20241109_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241109_positive.txt,18,0,0.9999999444444475,0.9999999444444475
Netclan20241110_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241110_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241111_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241111_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241112_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241112_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241113_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241113_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241114_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241114_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241115_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241115_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241116_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241116_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241117_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241117_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241118_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241118_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241119_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241119_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241120_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241120_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241121_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241121_positive.txt,20,0,0.9999999500000024,0.9999999500000024
Netclan20241122_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241122_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241123_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241123_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241124_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241124_positive.txt,8,0,0.9999998750000157,0.9999998750000157
Netclan20241125_negative.txt,0,5,-0.99999980000004,0.99999980000004
Netclan20241125_positive.txt,10,0,0.99999990000001,0.99999990000001
Netclan20241126_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241126_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241127_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241127_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241128_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241128_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241129_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241129_positive.txt,18,0,0.9999999444444475,0.9999999444444475
Netclan20241130_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241130_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241131_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241131_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241132_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241132_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241133_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241133_positive.txt,11,0,0.9999999090909174,0.9999999090909174
Netclan20241134_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241134_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241135_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241135_positive.txt,3,0,0.9999996666667778,0.9999996666667778
Netclan20241136_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241136_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241137_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241137_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241138_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241138_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241139_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241139_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241140_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241140_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241141_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241141_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241142_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241142_positive.txt,4,0,0.9999997500000625,0.9999997500000625
Netclan20241143_negative.txt,0,9,-0.9999998888889013,0.9999998888889013
Netclan20241143_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241144_negative.txt,0,4,-0.9999997500000625,0.9999997500000625
Netclan20241144_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241145_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241145_positive.txt,15,0,0.9999999333333378,0.9999999333333378
Netclan20241146_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241146_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241147_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241147_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241148_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241148_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241149_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241149_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241150_negative.txt,0,3,-0.9999996666667778,0.9999996666667778
Netclan20241150_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241151_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241151_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241152_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241152_positive.txt,7,0,0.9999998571428775,0.9999998571428775
Netclan20241153_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241153_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241154_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241154_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241155_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241155_positive.txt,6,0,0.9999998333333611,0.9999998333333611
Netclan20241156_negative.txt,0,2,-0.99999950000025,0.99999950000025
Netclan20241156_positive.txt,5,0,0.99999980000004,0.99999980000004
Netclan20241157_negative.txt,0,10,-0.99999990000001,0.99999990000001
Netclan20241157_positive.txt,14,0,0.9999999285714337,0.9999999285714337
Netclan20241158_negative.txt,0,6,-0.9999998333333611,0.9999998333333611
Netclan20241158_positive.txt,12,0,0.9999999166666736,0.9999999166666736
Netclan20241159_negative.txt,0,10,-0.99999990000001,0.99999990000001
Netclan20241159_positive.txt,15,0,0.9999999333333378,0.9999999333333378
Netclan20241160_negative.txt,0,18,-0.9999999444444475,0.9999999444444475
Netclan20241160_positive.txt,23,0,0.999999956521741,0.999999956521741
Netclan20241161_negative.txt,0,7,-0.9999998571428775,0.9999998571428775
Netclan20241161_positive.txt,9,0,0.9999998888889013,0.9999998888889013
Netclan20241162_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241162_positive.txt,3,0,0.9999996666667778,0.9999996666667778
Netclan20241163_negative.txt,0,1,-0.9999990000010001,0.9999990000010001
Netclan20241163_positive.txt,5,0,0.99999980000004,0.99999980000004
